ensembl_id	log2FoldChange	pvalue	padj	symbol	description
ENSG00000145901	-0.062051804	0.458269779	0.643871654	TNIP1	TNFAIP3 interacting protein 1
ENSG00000145907	0.026441416	0.677912944	0.812310573	G3BP1	G3BP stress granule assembly factor 1
ENSG00000145908	-0.234264187	0.071314165	0.185166848	ZNF300	zinc finger protein 300
ENSG00000145911	0.05128153	0.643737741	0.783085378	N4BP3	NEDD4 binding protein 3
ENSG00000145912	0.015659328	0.846647164	0.917656282	NHP2	NHP2 ribonucleoprotein
ENSG00000145916	0.143064406	0.030836349	0.101761231	RMND5B	required for meiotic nuclear division 5 homolog B
ENSG00000145919	0.113786899	0.091742028	0.221749623	BOD1	biorientation of chromosomes in cell division 1
ENSG00000145920	-0.168719893	0.02107206	0.077195188	CPLX2	complexin 2
ENSG00000145934	-0.157321797	0.031941681	0.108414195	TENM2	teneurin transmembrane protein 2
ENSG00000145936	0.124140571	0.250029236	0.439000328	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1
ENSG00000145945	-0.070367736	0.545682817	0.715305673	FAM50B	family with sequence similarity 50 member B
ENSG00000145949	0.069323878	0.55781444	0.719360484	MYLK4	myosin light chain kinase family member 4
ENSG00000145979	0.217163541	0.015473436	0.061471156	TBC1D7	TBC1 domain family member 7
ENSG00000145982	-0.177716043	0.024563034	0.086261701	FARS2	"phenylalanyl-tRNA synthetase 2, mitochondrial"
ENSG00000145990	-0.612352097	1.35E-07	5.03E-06	GFOD1	glucose-fructose oxidoreductase domain containing 1
ENSG00000145996	-0.074917663	0.259316575	0.450269759	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1
ENSG00000146005	2.170121953	5.19E-19	5.90E-16	PSD2	pleckstrin and Sec7 domain containing 2
ENSG00000146006	0.551999509	0.001566445	0.010878924	LRRTM2	leucine rich repeat transmembrane neuronal 2
ENSG00000146007	0.082857465	0.260152222	0.451326551	ZMAT2	zinc finger matrin-type 2
ENSG00000146013	-1.736869176	3.22E-05	0.000495634	GFRA3	GDNF family receptor alpha 3
ENSG00000146021	-0.180598956	0.126421819	0.276664427	KLHL3	kelch like family member 3
ENSG00000146038	1.036096939	6.56E-05	0.000766823	DCDC2	doublecortin domain containing 2
ENSG00000146039	-0.039333944	0.767820743	0.782389894	SLC17A4	solute carrier family 17 member 4
ENSG00000146054	-0.967949631	3.41E-06	7.71E-05	TRIM7	tripartite motif containing 7
ENSG00000146063	0.102392222	0.163555	0.330714364	TRIM41	tripartite motif containing 41
ENSG00000146066	0.106416954	0.284822795	0.47806463	HIGD2A	HIG1 hypoxia inducible domain family member 2A
ENSG00000146067	0.054862044	0.532954484	0.63912051	FAM193B	family with sequence similarity 193 member B
ENSG00000146070	-0.112938867	0.327177426	0.52215311	PLA2G7	phospholipase A2 group VII
ENSG00000146072	0.467037042	0.001110954	0.008342119	TNFRSF21	TNF receptor superfamily member 21
ENSG00000146083	0.239042511	0.001856774	0.010701275	RNF44	ring finger protein 44
ENSG00000146085	-0.052284906	0.57481437	0.73839705	MMUT	methylmalonyl-CoA mutase
ENSG00000146090	0.045881583	0.689504722	0.820840594	RASGEF1C	RasGEF domain family member 1C
ENSG00000146094	0.047170771	0.623615799	0.774761926	DOK3	docking protein 3
ENSG00000146109	-0.050618005	0.454355317	0.579750015	ABT1	activator of basal transcription 1
ENSG00000146112	-0.205739568	0.03863269	0.119551361	PPP1R18	protein phosphatase 1 regulatory subunit 18
ENSG00000146122	-0.423953922	0.005361508	0.027944974	DAAM2	dishevelled associated activator of morphogenesis 2
ENSG00000146143	0.074750968	0.299271297	0.49380385	PRIM2	DNA primase subunit 2
ENSG00000146147	-0.785388526	6.22E-05	0.00085449	MLIP	muscular LMNA interacting protein
ENSG00000146151	-0.019932907	0.859904924	0.925550075	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1
ENSG00000146166	0.116273853	0.129457491	0.280732471	LGSN	"lengsin, lens protein with glutamine synthetase domain"
ENSG00000146192	0.065607817	0.529989985	0.702335357	FGD2	"FYVE, RhoGEF and PH domain containing 2"
ENSG00000146197	0.129837537	0.282990203	0.476127674	SCUBE3	"signal peptide, CUB domain and EGF like domain containing 3"
ENSG00000146205	0.21936003	0.061797978	0.167471608	ANO7	anoctamin 7
ENSG00000146215	0.402448903	0.011893237	0.050583893	CRIP3	cysteine rich protein 3
ENSG00000146216	0.054373611	0.628110523	0.777471314	TTBK1	tau tubulin kinase 1
ENSG00000146221	-0.034576005	0.769814077	0.872058722	TCTE1	t-complex-associated-testis-expressed 1
ENSG00000146223	0.08602741	0.203832926	0.383943014	RPL7L1	ribosomal protein L7 like 1
ENSG00000146232	-0.045417343	0.640186034	0.7855706	NFKBIE	NFKB inhibitor epsilon
ENSG00000146233	-1.611593544	1.53E-09	1.09E-07	CYP39A1	cytochrome P450 family 39 subfamily A member 1
ENSG00000146242	0.031643672	0.786565993	0.882072032	TPBG	trophoblast glycoprotein
ENSG00000146243	-0.462699557	6.96E-05	0.000920067	IRAK1BP1	interleukin 1 receptor associated kinase 1 binding protein 1
ENSG00000146247	0.159353992	0.060597088	0.165211901	PHIP	pleckstrin homology domain interacting protein
ENSG00000146250	0.001133212	0.992248462	1	PRSS35	serine protease 35
ENSG00000146263	-0.492914012	3.17E-05	0.000495498	MMS22L	"MMS22 like, DNA repair protein"
ENSG00000146267	-0.214176914	0.079405941	0.200180507	FAXC	"failed axon connections homolog, metaxin like GST domain containing"
ENSG00000146276	-0.388746446	0.025325874	0.088252127	GABRR1	gamma-aminobutyric acid type A receptor subunit rho1
ENSG00000146278	-0.221809449	0.014732592	0.059596686	PNRC1	proline rich nuclear receptor coactivator 1
ENSG00000146281	-0.287385374	0.014648898	0.059111792	PM20D2	peptidase M20 domain containing 2
ENSG00000146282	0.059509143	0.411969371	0.602874279	RARS2	"arginyl-tRNA synthetase 2, mitochondrial"
ENSG00000146285	-0.187301379	0.145212905	0.303929218	SCML4	Scm polycomb group protein like 4
ENSG00000146350	-0.307323856	0.014449323	0.05857316	TBC1D32	TBC1 domain family member 32
ENSG00000146352	-0.160735231	0.001199422	0.008872374	CLVS2	clavesin 2
ENSG00000146373	-0.239793236	0.029004062	0.097408558	RNF217	ring finger protein 217
ENSG00000146376	0.100833664	0.300524938	0.495290012	ARHGAP18	Rho GTPase activating protein 18
ENSG00000146386	-0.482784348	0.000318545	0.003452822	ABRACL	ABRA C-terminal like
ENSG00000146409	-0.396374735	0.000252663	0.00256709	SLC18B1	solute carrier family 18 member B1
ENSG00000146410	-0.137725662	0.223638866	0.408483695	MTFR2	mitochondrial fission regulator 2
ENSG00000146411	-0.109121914	0.376153556	0.570346675	SLC2A12	solute carrier family 2 member 12
ENSG00000146414	-0.075194255	0.514238919	0.68465479	SHPRH	SNF2 histone linker PHD RING helicase
ENSG00000146416	0.12818328	0.148683751	0.309322365	AIG1	androgen induced 1
ENSG00000146425	0.083906651	0.296449427	0.490913336	DYNLT1	dynein light chain Tctex-type 1
ENSG00000146426	0.121919615	0.24862805	0.437410085	TIAM2	TIAM Rac1 associated GEF 2
ENSG00000146433	-0.073875277	0.389113632	0.525185975	TMEM181	transmembrane protein 181
ENSG00000146457	0.01004486	0.877056976	0.934887586	WTAP	WT1 associated protein
ENSG00000146463	0.154884737	0.015472055	0.054614137	ZMYM4	zinc finger MYM-type containing 4
ENSG00000146469	-0.16232554	0.200887973	0.379865527	VIP	vasoactive intestinal peptide
ENSG00000146476	-0.239710493	0.012773595	0.053554812	ARMT1	acidic residue methyltransferase 1
ENSG00000146477	0.47804394	0.003850748	0.021753124	SLC22A3	solute carrier family 22 member 3
ENSG00000146530	-0.156828316	0.053204793	0.144009188	VWDE	von Willebrand factor D and EGF domains
ENSG00000146535	-0.201157403	0.012214976	0.05168508	GNA12	G protein subunit alpha 12
ENSG00000146540	0.167663487	0.08712712	0.213626255	C7orf50	chromosome 7 open reading frame 50
ENSG00000146555	-0.049134865	0.668585064	0.830404873	SDK1	sidekick cell adhesion molecule 1
ENSG00000146574	0.182116897	0.029973087	0.099698544	CCZ1B	"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated"
ENSG00000146576	-0.035443964	0.585094483	0.746300566	INTS15	integrator complex subunit 15
ENSG00000146587	0.29358731	0.000128061	0.001498295	RBAK	RB associated KRAB zinc finger
ENSG00000146592	0.015303286	0.890934332	0.943537664	CREB5	cAMP responsive element binding protein 5
ENSG00000146648	0.568179675	6.24E-05	0.000855992	EGFR	epidermal growth factor receptor
ENSG00000146670	-0.071865713	0.504513167	0.682082502	CDCA5	cell division cycle associated 5
ENSG00000146674	-0.263647744	0.041211185	0.12542255	IGFBP3	insulin like growth factor binding protein 3
ENSG00000146676	0.028823736	0.642361083	0.703124073	PURB	purine rich element binding protein B
ENSG00000146678	-0.083413966	0.396228826	0.588837534	IGFBP1	insulin like growth factor binding protein 1
ENSG00000146700	0.004193324	0.976394081	0.985055391	SSC4D	scavenger receptor cysteine rich family member with 4 domains
ENSG00000146701	0.352547427	0.00014163	0.00163788	MDH2	malate dehydrogenase 2
ENSG00000146707	0.139043825	0.168882591	0.33776016	POMZP3	POM121 and ZP3 fusion
ENSG00000146729	0.673514896	4.86E-11	5.16E-09	NIPSNAP2	nipsnap homolog 2
ENSG00000146731	0.134188352	0.038375379	0.119002084	CCT6A	chaperonin containing TCP1 subunit 6A
ENSG00000146733	0.375631871	0.001434843	0.010181328	PSPH	phosphoserine phosphatase
ENSG00000146755	1.957080073	9.79E-08	3.78E-06	TRIM50	tripartite motif containing 50
ENSG00000146757	0.257234931	0.00447401	0.024279341	ZNF92	zinc finger protein 92
ENSG00000146776	-0.111216617	0.225613228	0.410857189	ATXN7L1	ataxin 7 like 1
ENSG00000146802	0.126019874	0.113861302	0.256977312	TMEM168	transmembrane protein 168
ENSG00000146826	-0.133311972	0.085155745	0.210319437	TRAPPC14	trafficking protein particle complex subunit 14
ENSG00000146828	-0.024500858	0.768763311	0.871319745	SLC12A9	solute carrier family 12 member 9
ENSG00000146830	-0.120634684	0.086000701	0.211768456	GIGYF1	GRB10 interacting GYF protein 1
ENSG00000146833	-0.012886646	0.858668828	0.846778291	TRIM4	tripartite motif containing 4
ENSG00000146834	0.005088821	0.945051274	0.97395642	MEPCE	methylphosphate capping enzyme
ENSG00000146842	0.346364774	1.87E-06	4.64E-05	TMEM209	transmembrane protein 209
ENSG00000146856	0.327243231	0.002363495	0.014904451	AGBL3	AGBL carboxypeptidase 3
ENSG00000146857	0.860144748	0.004392239	0.023998433	STRA8	stimulated by retinoic acid 8
ENSG00000146858	0.17563595	0.187511872	0.36253207	ZC3HAV1L	"zinc finger CCCH-type containing, antiviral 1 like"
ENSG00000146859	0.008705133	0.923178354	0.961287476	TMEM140	transmembrane protein 140
ENSG00000146872	0.070514864	0.154130008	0.317551211	TLK2	tousled like kinase 2
ENSG00000146904	-0.010038804	0.934357955	0.967974653	EPHA1	EPH receptor A1
ENSG00000146909	0.039282157	0.545137103	0.714902465	NOM1	nucleolar protein with MIF4G domain 1
ENSG00000146918	-0.118570284	0.208856355	0.428274905	NCAPG2	non-SMC condensin II complex subunit G2
ENSG00000146938	-0.271864475	0.035463322	0.112528869	NLGN4X	neuroligin 4 X-linked
ENSG00000146950	0.112446007	0.356801339	0.551643081	SHROOM2	shroom family member 2
ENSG00000146955	0.083065945	0.45209527	0.638894898	RAB19	"RAB19, member RAS oncogene family"
ENSG00000146963	0.094386024	0.0882245	0.215272028	LUC7L2	"LUC7 like 2, pre-mRNA splicing factor"
ENSG00000146966	-0.036540449	0.744546925	0.856354535	DENND2A	DENN domain containing 2A
ENSG00000147003	-0.053423687	0.623040586	0.774387544	CLTRN	"collectrin, amino acid transport regulator"
ENSG00000147010	0.298278479	0.001765186	0.011922501	SH3KBP1	SH3 domain containing kinase binding protein 1
ENSG00000147027	-0.485923633	0.001488225	0.010446619	TMEM47	transmembrane protein 47
ENSG00000147036	-0.134868534	0.282402776	0.475508231	LANCL3	LanC like family member 3
ENSG00000147041	-0.304252849	0.033917171	0.109096524	SYTL5	synaptotagmin like 5
ENSG00000147044	0.17773006	0.044807855	0.133000356	CASK	calcium/calmodulin dependent serine protein kinase
ENSG00000147050	0.180142845	0.054805771	0.153392198	KDM6A	lysine demethylase 6A
ENSG00000147059	0.556285379	0.002867494	0.017415209	SPIN2A	spindlin family member 2A
ENSG00000147065	-0.027272634	0.769579597	0.87191731	MSN	moesin
ENSG00000147082	-0.389776406	0.001510292	0.010466489	CCNB3	cyclin B3
ENSG00000147099	0.116804563	0.156175153	0.331770361	HDAC8	histone deacetylase 8
ENSG00000147100	-0.474780851	0.00078618	0.006390159	SLC16A2	solute carrier family 16 member 2
ENSG00000147113	0.013431002	0.888310133	0.942138734	DIPK2B	divergent protein kinase domain 2B
ENSG00000147118	0.085037028	0.236546222	0.423588551	ZNF182	zinc finger protein 182
ENSG00000147119	-0.015696658	0.889688399	0.935939614	CHST7	carbohydrate sulfotransferase 7
ENSG00000147121	-0.017125081	0.781214452	0.902071741	KRBOX4	KRAB box domain containing 4
ENSG00000147123	0.20177204	0.037963298	0.11858898	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11
ENSG00000147124	0.076119837	0.339563214	0.530072693	ZNF41	zinc finger protein 41
ENSG00000147127	0.095695443	0.343502037	0.53830287	RAB41	"RAB41, member RAS oncogene family"
ENSG00000147130	0.092424364	0.19554052	0.372827258	ZMYM3	zinc finger MYM-type containing 3
ENSG00000147133	-0.016262499	0.848244456	0.917897279	TAF1	TATA-box binding protein associated factor 1
ENSG00000147138	-0.002928713	0.98317726	0.995318342	GPR174	G protein-coupled receptor 174
ENSG00000147140	-0.102377022	0.110246308	0.2512324	NONO	non-POU domain containing octamer binding
ENSG00000147144	0.075704821	0.373731556	0.568075999	CCDC120	coiled-coil domain containing 120
ENSG00000147145	-0.037254637	0.756163384	0.863938395	LPAR4	lysophosphatidic acid receptor 4
ENSG00000147155	-0.203289338	0.078963579	0.199282601	EBP	EBP cholestenol delta-isomerase
ENSG00000147162	0.27053673	0.002539673	0.015798289	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
ENSG00000147164	-0.00135793	0.983558341	0.896809444	SNX12	sorting nexin 12
ENSG00000147166	0.085097945	0.465613416	0.650027718	ITGB1BP2	integrin subunit beta 1 binding protein 2
ENSG00000147168	0.02110199	0.852529109	0.947150462	IL2RG	interleukin 2 receptor subunit gamma
ENSG00000147174	0.562097458	1.64E-05	0.000290734	GCNA	germ cell nuclear acidic peptidase
ENSG00000147180	0.366381514	0.035146704	0.111884142	ZNF711	zinc finger protein 711
ENSG00000147202	-0.070859978	0.40240478	0.594376103	DIAPH2	diaphanous related formin 2
ENSG00000147206	-0.067720249	0.541406697	0.804810259	NXF3	nuclear RNA export factor 3
ENSG00000147223	-0.9711131	0.000214618	0.002261456	RIPPLY1	ripply transcriptional repressor 1
ENSG00000147224	-0.06351675	0.410540311	0.601498366	PRPS1	phosphoribosyl pyrophosphate synthetase 1
ENSG00000147231	-1.259447829	2.45E-13	5.22E-11	RADX	"RPA1 related single stranded DNA binding protein, X-linked"
ENSG00000147234	0.462627629	0.008462865	0.039370144	FRMPD3	FERM and PDZ domain containing 3
ENSG00000147251	0.110505098	0.332917416	0.527712816	DOCK11	dedicator of cytokinesis 11
ENSG00000147255	0.903624896	0.000556221	0.004825169	IGSF1	immunoglobulin superfamily member 1
ENSG00000147257	-0.0031301	0.973521139	0.989996176	GPC3	glypican 3
ENSG00000147274	-0.013128508	0.786806023	0.882166482	RBMX	RNA binding motif protein X-linked
ENSG00000147316	0.004236945	0.956476997	0.980647896	MCPH1	microcephalin 1
ENSG00000147324	-0.593146525	6.25E-08	2.58E-06	MFHAS1	multifunctional ROCO family signaling regulator 1
ENSG00000147364	-0.098059691	0.292755057	0.486959338	FBXO25	F-box protein 25
ENSG00000147378	-0.031840334	0.774223264	0.847414712	FATE1	fetal and adult testis expressed 1
ENSG00000147383	-0.196938246	0.033159508	0.107428175	NSDHL	NAD(P) dependent steroid dehydrogenase-like
ENSG00000147394	-0.10229225	0.31196335	0.506293591	ZNF185	zinc finger protein 185 with LIM domain
ENSG00000147400	-0.024433756	0.758066682	0.865179846	CETN2	centrin 2
ENSG00000147403	-0.073963812	0.423834945	0.613663822	RPL10	ribosomal protein L10
ENSG00000147408	0.022815314	0.831778201	0.908225045	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
ENSG00000147416	-0.024484615	0.76002097	0.868658615	ATP6V1B2	ATPase H+ transporting V1 subunit B2
ENSG00000147419	-0.08215532	0.334535468	0.529222687	CCDC25	coiled-coil domain containing 25
ENSG00000147421	0.159713962	0.048110054	0.139760526	HMBOX1	homeobox containing 1
ENSG00000147434	0.027141967	0.794286599	0.885692302	CHRNA6	cholinergic receptor nicotinic alpha 6 subunit
ENSG00000147437	0.203734843	0.086321085	0.212230837	GNRH1	gonadotropin releasing hormone 1
ENSG00000147439	0.051782993	0.526851184	0.721743195	BIN3	bridging integrator 3
ENSG00000147443	0.075980224	0.471065744	0.674743533	DOK2	docking protein 2
ENSG00000147454	-0.436305509	0.000111363	0.001180049	SLC25A37	solute carrier family 25 member 37
ENSG00000147457	0.049503352	0.48594116	0.66716231	CHMP7	charged multivesicular body protein 7
ENSG00000147459	0.171343266	0.113608982	0.256604419	DOCK5	dedicator of cytokinesis 5
ENSG00000147465	1.042220109	1.23E-05	0.000228436	STAR	steroidogenic acute regulatory protein
ENSG00000147471	-0.176282556	0.042395317	0.127969941	PLPBP	pyridoxal phosphate binding protein
ENSG00000147475	0.070905797	0.436765997	0.625156875	ERLIN2	ER lipid raft associated 2
ENSG00000147481	-0.210493003	0.004125959	0.022726223	SNTG1	syntrophin gamma 1
ENSG00000147485	0.037772121	0.736819957	0.852039597	PXDNL	peroxidasin like
ENSG00000147488	-0.189811797	0.098018905	0.232277639	ST18	ST18 C2H2C-type zinc finger transcription factor
ENSG00000147509	0.242059029	0.086087386	0.211822558	RGS20	regulator of G protein signaling 20
ENSG00000147526	-0.175418459	0.10236741	0.239044335	TACC1	transforming acidic coiled-coil containing protein 1
ENSG00000147533	-0.061933956	0.556837268	0.746611008	GOLGA7	golgin A7
ENSG00000147535	0.575977821	3.96E-07	1.27E-05	PLPP5	phospholipid phosphatase 5
ENSG00000147536	-0.078866314	0.478794214	0.661155057	GINS4	GINS complex subunit 4
ENSG00000147548	0.168927774	0.040804045	0.1245262	NSD3	nuclear receptor binding SET domain protein 3
ENSG00000147570	0.088701881	0.428669318	0.617942791	DNAJC5B	DnaJ heat shock protein family (Hsp40) member C5 beta
ENSG00000147573	-0.671994718	0.002117227	0.013691669	TRIM55	tripartite motif containing 55
ENSG00000147576	-0.281539546	0.027268473	0.093157195	ADHFE1	alcohol dehydrogenase iron containing 1
ENSG00000147586	0.018654365	0.837605416	0.91195814	MRPS28	mitochondrial ribosomal protein S28
ENSG00000147592	0.173853042	0.098347275	0.232785329	LACTB2	lactamase beta 2
ENSG00000147601	-0.085666472	0.279238837	0.472180444	TERF1	telomeric repeat binding factor 1
ENSG00000147604	-0.023867767	0.811335948	0.895370791	RPL7	ribosomal protein L7
ENSG00000147606	0.038543022	0.720010031	0.841493204	SLC26A7	solute carrier family 26 member 7
ENSG00000147614	-0.093410164	0.354439128	0.549415194	ATP6V0D2	ATPase H+ transporting V0 subunit d2
ENSG00000147642	-0.303767074	0.031885681	0.104360357	SYBU	syntabulin
ENSG00000147647	-0.078851287	0.390693692	0.584167265	DPYS	dihydropyrimidinase
ENSG00000147649	0.018583533	0.826226267	0.904642999	MTDH	metadherin
ENSG00000147650	-0.527379751	0.00035405	0.00334769	LRP12	LDL receptor related protein 12
ENSG00000147654	0.030338046	0.716871098	0.839193758	EBAG9	estrogen receptor binding site associated antigen 9
ENSG00000147655	0.043671408	0.490089553	0.670237494	RSPO2	R-spondin 2
ENSG00000147669	-0.056495777	0.4911029	0.59784313	POLR2K	"RNA polymerase II, I and III subunit K"
ENSG00000147676	1.530056792	1.38E-11	1.72E-09	MAL2	"mal, T cell differentiation protein 2"
ENSG00000147677	-0.07674819	0.375850148	0.570156501	EIF3H	eukaryotic translation initiation factor 3 subunit H
ENSG00000147679	-0.092401782	0.245705544	0.434068771	UTP23	UTP23 small subunit processome component
ENSG00000147684	0.163730718	0.132718507	0.285659631	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
ENSG00000147687	-0.066896899	0.436421375	0.680738484	TATDN1	TatD DNase domain containing 1
ENSG00000147689	-0.188049383	0.040597263	0.124085626	FAM83A	family with sequence similarity 83 member A
ENSG00000147697	-0.079689262	0.364638762	0.559805799	GSDMC	gasdermin C
ENSG00000147724	-0.20551945	0.114171569	0.257485059	FAM135B	family with sequence similarity 135 member B
ENSG00000147789	-0.093674221	0.248195293	0.43691888	ZNF7	zinc finger protein 7
ENSG00000147799	-0.382820509	0.000604559	0.005141657	ARHGAP39	Rho GTPase activating protein 39
ENSG00000147804	-0.073611128	0.482234649	0.664290899	SLC39A4	solute carrier family 39 member 4
ENSG00000147813	-0.00928415	0.928967087	0.964730789	NAPRT	nicotinate phosphoribosyltransferase
ENSG00000147852	0.412081999	0.016270249	0.06371357	VLDLR	very low density lipoprotein receptor
ENSG00000147853	-0.031551829	0.721233219	0.84242542	AK3	adenylate kinase 3
ENSG00000147854	-0.161666747	0.028728764	0.096817577	UHRF2	ubiquitin like with PHD and ring finger domains 2
ENSG00000147862	-0.066274043	0.478559947	0.661041455	NFIB	nuclear factor I B
ENSG00000147872	-0.176516247	0.137025671	0.29226067	PLIN2	perilipin 2
ENSG00000147874	0.14477157	0.086437133	0.212428583	HAUS6	HAUS augmin like complex subunit 6
ENSG00000147883	-0.290229754	0.021414489	0.078077953	CDKN2B	cyclin dependent kinase inhibitor 2B
ENSG00000147889	-0.707690938	0.000108483	0.001317704	CDKN2A	cyclin dependent kinase inhibitor 2A
ENSG00000147894	-0.30925141	0.005352883	0.027918314	C9orf72	C9orf72-SMCR8 complex subunit
ENSG00000147905	-0.159292135	0.013000734	0.054221244	ZCCHC7	zinc finger CCHC-type containing 7
ENSG00000147912	-0.122993363	0.184028973	0.355073736	FBXO10	F-box protein 10
ENSG00000147955	-0.266215169	0.001882382	0.012498222	SIGMAR1	sigma non-opioid intracellular receptor 1
ENSG00000147996	-0.283501085	0.003900032	0.021753193	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
ENSG00000148019	-0.399888405	6.21E-06	0.000129775	CEP78	centrosomal protein 78
ENSG00000148053	-0.179074829	0.106456296	0.245157778	NTRK2	neurotrophic receptor tyrosine kinase 2
ENSG00000148057	-0.001122212	0.990791259	0.999801881	IDNK	IDNK gluconokinase
ENSG00000148082	0.041753482	0.731439567	0.848491238	SHC3	SHC adaptor protein 3
ENSG00000148090	0.103852438	0.223443372	0.408308318	AUH	AU RNA binding methylglutaconyl-CoA hydratase
ENSG00000148110	-0.041205426	0.553992706	0.721597051	MFSD14B	major facilitator superfamily domain containing 14B
ENSG00000148120	0.092524237	0.262171882	0.45337966	AOPEP	aminopeptidase O (putative)
ENSG00000148123	-0.117218245	0.272038777	0.464749146	PLPPR1	phospholipid phosphatase related 1
ENSG00000148143	-0.123480134	0.298103771	0.507790209	ZNF462	zinc finger protein 462
ENSG00000148153	0.054456317	0.417245226	0.662600196	INIP	INTS3 and NABP interacting protein
ENSG00000148154	-0.156217691	0.111035192	0.252560597	UGCG	UDP-glucose ceramide glucosyltransferase
ENSG00000148158	-0.022442048	0.791278229	0.88353915	SNX30	sorting nexin family member 30
ENSG00000148175	0.343850175	0.001327894	0.009656734	STOM	stomatin
ENSG00000148180	-0.030187104	0.768881433	0.874674074	GSN	gelsolin
ENSG00000148187	0.154644042	0.035640727	0.112944365	MRRF	mitochondrial ribosome recycling factor
ENSG00000148200	-0.981967993	6.20E-13	1.16E-10	NR6A1	nuclear receptor subfamily 6 group A member 1
ENSG00000148204	0.590896415	0.003439618	0.019921225	CRB2	crumbs cell polarity complex component 2
ENSG00000148218	-0.168552415	0.081059902	0.203842977	ALAD	aminolevulinate dehydratase
ENSG00000148219	0.188189196	0.092379056	0.222898225	ASTN2	astrotactin 2
ENSG00000148225	-0.502860688	1.11E-05	0.000208932	WDR31	WD repeat domain 31
ENSG00000148229	0.00203806	0.972997897	0.989717214	POLE3	"DNA polymerase epsilon 3, accessory subunit"
ENSG00000148248	0.136577078	0.035793648	0.11327652	SURF4	surfeit 4
ENSG00000148288	0.079732125	0.46506897	0.649533713	GBGT1	"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"
ENSG00000148290	-0.008785852	0.91668332	0.958089695	SURF1	SURF1 cytochrome c oxidase assembly factor
ENSG00000148291	-0.058086153	0.5700912	0.797165477	SURF2	surfeit 2
ENSG00000148296	-0.07129511	0.265231708	0.456630844	SURF6	surfeit 6
ENSG00000148297	-0.132650104	0.070377176	0.183448197	MED22	mediator complex subunit 22
ENSG00000148300	-0.21083405	0.004291772	0.020831079	REXO4	"REX4 homolog, 3'-5' exonuclease"
ENSG00000148303	-0.082934597	0.363548252	0.558733265	RPL7A	ribosomal protein L7a
ENSG00000148308	-0.02481297	0.734582709	0.850887278	GTF3C5	general transcription factor IIIC subunit 5
ENSG00000148331	-0.182903154	0.009540061	0.042981621	ASB6	ankyrin repeat and SOCS box containing 6
ENSG00000148334	0.106873936	0.23189929	0.417912221	PTGES2	prostaglandin E synthase 2
ENSG00000148335	-0.092748567	0.26072243	0.451954242	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1
ENSG00000148337	-0.106355496	0.11039951	0.251411481	CIZ1	CDKN1A interacting zinc finger protein 1
ENSG00000148339	-0.137234993	0.232618225	0.418818142	SLC25A25	solute carrier family 25 member 25
ENSG00000148341	-0.011909738	0.875365673	0.933772359	SH3GLB2	"SH3 domain containing GRB2 like, endophilin B2"
ENSG00000148343	-0.198213323	0.008823704	0.040480437	MIGA2	mitoguardin 2
ENSG00000148344	-0.122258818	0.287118713	0.48063322	PTGES	prostaglandin E synthase
ENSG00000148346	0.051891422	0.536799423	0.707699604	LCN2	lipocalin 2
ENSG00000148356	-0.006702311	0.938025524	0.969916088	LRSAM1	leucine rich repeat and sterile alpha motif containing 1
ENSG00000148357	-0.49917612	0.009137514	0.041621066	HMCN2	hemicentin 2
ENSG00000148358	0.287267933	4.46E-05	0.000654649	GPR107	G protein-coupled receptor 107
ENSG00000148362	-0.169185519	0.104785389	0.216761336	PAXX	PAXX non-homologous end joining factor
ENSG00000148384	0.059006384	0.437359717	0.625781408	INPP5E	inositol polyphosphate-5-phosphatase E
ENSG00000148396	0.060894942	0.396669616	0.589078086	SEC16A	"SEC16 homolog A, endoplasmic reticulum export factor"
ENSG00000148399	0.019574068	0.802567707	0.890525739	DPH7	diphthamide biosynthesis 7
ENSG00000148400	-0.021395624	0.820312538	0.901274624	NOTCH1	notch receptor 1
ENSG00000148408	0.144547585	0.190769168	0.366808195	CACNA1B	calcium voltage-gated channel subunit alpha1 B
ENSG00000148411	0.231984001	0.00470699	0.025353342	NACC2	NACC family member 2
ENSG00000148426	0.013307209	0.896164722	0.946955046	PROSER2	proline and serine rich 2
ENSG00000148429	-0.178732511	0.025233799	0.088008408	USP6NL	USP6 N-terminal like
ENSG00000148444	-0.062271196	0.461226153	0.646361458	COMMD3	COMM domain containing 3
ENSG00000148450	0.136971158	0.155616661	0.27956927	MSRB2	methionine sulfoxide reductase B2
ENSG00000148459	0.208279704	0.018940151	0.071595031	PDSS1	decaprenyl diphosphate synthase subunit 1
ENSG00000148468	0.473553565	0.005884787	0.029958914	FAM171A1	family with sequence similarity 171 member A1
